number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
34,0.760960168999565,2025-10-12 10:30:44.056579,2025-10-12 10:30:45.886776,0 days 00:00:01.830197,16,0.1669243571673456,64,1,0.0012225383356461142,90,21,PRUNED
35,0.4729007940220386,2025-10-12 10:30:45.887474,2025-10-12 10:31:14.898888,0 days 00:00:29.011414,16,0.07008315209935351,64,3,0.0036269583356273827,90,5,COMPLETE
36,0.5990357652077308,2025-10-12 10:31:14.900010,2025-10-12 10:31:18.599412,0 days 00:00:03.699402,16,0.17032572959379896,128,2,0.002813755910351296,90,7,COMPLETE
37,0.4465870396509661,2025-10-12 10:31:18.600284,2025-10-12 10:31:27.396033,0 days 00:00:08.795749,128,0.15551114111188155,128,2,0.0031164180741005353,90,5,COMPLETE
38,0.6925879716873169,2025-10-12 10:31:27.397233,2025-10-12 10:31:28.695381,0 days 00:00:01.298148,96,0.036577439145837026,128,1,0.0016658566354895402,90,10,PRUNED
39,0.47335460596253065,2025-10-12 10:31:28.696151,2025-10-12 10:31:35.120056,0 days 00:00:06.423905,128,0.10448705472788747,128,1,0.0037225926333391956,45,5,COMPLETE
40,0.4598855299506696,2025-10-12 10:31:35.123232,2025-10-12 10:31:43.765413,0 days 00:00:08.642181,128,0.31100681395128366,128,2,0.003202180886416288,60,5,COMPLETE
41,0.4538597772513863,2025-10-12 10:31:43.766620,2025-10-12 10:31:54.028959,0 days 00:00:10.262339,128,0.12511501072724387,128,2,0.0024169837560954065,90,5,COMPLETE
42,0.48639426023544846,2025-10-12 10:31:54.030294,2025-10-12 10:32:17.793082,0 days 00:00:23.762788,16,0.1281887590109663,128,3,0.003546288301359723,60,5,COMPLETE
43,0.45891774663708246,2025-10-12 10:32:17.794289,2025-10-12 10:32:32.839082,0 days 00:00:15.044793,16,0.03749782847126268,160,1,0.0049919198613360295,90,5,COMPLETE
44,0.4574290490606887,2025-10-12 10:32:32.840172,2025-10-12 10:32:54.137438,0 days 00:00:21.297266,16,0.12419345821135352,128,2,0.004355433539598493,90,5,COMPLETE
45,0.6321580906709036,2025-10-12 10:32:54.138880,2025-10-12 10:32:56.470187,0 days 00:00:02.331307,16,0.10166078165573499,64,2,0.002859610348757777,45,28,COMPLETE
46,0.6523517469565073,2025-10-12 10:32:56.471151,2025-10-12 10:32:58.352735,0 days 00:00:01.881584,32,0.19939967275989706,64,2,0.00418764281007816,60,28,COMPLETE
47,0.5706456303596497,2025-10-12 10:32:58.353588,2025-10-12 10:33:00.449286,0 days 00:00:02.095698,64,0.06695724144786788,128,2,0.0038215063071168442,90,28,COMPLETE
48,0.9809555411338806,2025-10-12 10:33:00.450106,2025-10-12 10:33:01.671491,0 days 00:00:01.221385,48,0.06719125977302326,128,2,0.0042500243484577364,30,14,PRUNED
49,0.710455060005188,2025-10-12 10:33:01.672216,2025-10-12 10:33:03.166475,0 days 00:00:01.494259,32,0.16281619737629344,128,2,0.004464874601009796,90,10,PRUNED
50,0.45990955014373736,2025-10-12 10:33:03.167282,2025-10-12 10:33:23.547543,0 days 00:00:20.380261,16,0.1415199611563351,96,2,0.004281360512169817,75,5,COMPLETE
51,0.6955095529556274,2025-10-12 10:33:23.549299,2025-10-12 10:33:24.833157,0 days 00:00:01.283858,128,0.1555234498294432,64,2,0.0016251529201208358,30,10,PRUNED
52,0.45168693212000055,2025-10-12 10:33:24.833875,2025-10-12 10:33:32.776100,0 days 00:00:07.942225,128,0.11478146176368267,64,2,0.003642137655456116,75,5,COMPLETE
53,0.46281245960716993,2025-10-12 10:33:32.777538,2025-10-12 10:33:40.577308,0 days 00:00:07.799770,128,0.15756304173589558,64,1,0.0017547797641197565,75,5,COMPLETE
54,0.4611827145409683,2025-10-12 10:33:40.578355,2025-10-12 10:33:50.448160,0 days 00:00:09.869805,128,0.07328811963735152,192,2,0.003947469475303566,60,5,COMPLETE
55,0.4628423511071676,2025-10-12 10:33:50.449318,2025-10-12 10:34:02.266042,0 days 00:00:11.816724,64,0.0587889301744573,64,2,0.0011391249342212093,75,5,COMPLETE
