number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
78,0.04511722922325134,2025-10-12 10:25:05.072016,2025-10-12 10:25:06.978367,0 days 00:00:01.906351,96,0.4540249197023273,192,2,0.004830591485819915,45,14,PRUNED
79,0.005200876854360104,2025-10-12 10:25:06.979337,2025-10-12 10:25:09.693257,0 days 00:00:02.713920,128,0.2591945121501558,64,3,0.002284266942334289,75,28,PRUNED
80,0.05938603729009628,2025-10-12 10:25:09.694513,2025-10-12 10:25:11.624239,0 days 00:00:01.929726,64,0.4254773358552507,64,3,0.0008384278238827849,75,7,PRUNED
81,0.00983608626605322,2025-10-12 10:25:11.625114,2025-10-12 10:25:15.100875,0 days 00:00:03.475761,16,0.3650899191444543,128,3,0.004858501707344896,45,28,COMPLETE
82,0.059687356523745835,2025-10-12 10:25:15.101831,2025-10-12 10:25:20.782762,0 days 00:00:05.680931,96,0.49912381118466603,128,3,0.0023823256136695898,45,5,PRUNED
83,0.007774941856041551,2025-10-12 10:25:20.784902,2025-10-12 10:25:23.721245,0 days 00:00:02.936343,48,0.03808805937193616,96,3,0.0015185251220352796,45,21,COMPLETE
84,0.008573802964140972,2025-10-12 10:25:23.722135,2025-10-12 10:25:25.804096,0 days 00:00:02.081961,48,0.12092775063338254,96,3,0.00397572770813021,45,21,COMPLETE
85,0.022660840302705765,2025-10-12 10:25:25.805137,2025-10-12 10:25:27.740966,0 days 00:00:01.935829,32,0.07900632162617748,192,3,0.004091597062977487,90,21,PRUNED
86,0.01917758397758007,2025-10-12 10:25:27.741812,2025-10-12 10:25:29.424914,0 days 00:00:01.683102,48,0.07980244460584979,96,2,0.001653064199993735,45,28,PRUNED
87,0.021946804597973824,2025-10-12 10:25:29.425734,2025-10-12 10:25:31.163612,0 days 00:00:01.737878,48,0.01761236965189518,96,3,0.0006693289215472989,45,21,PRUNED
88,0.11484581146725643,2025-10-12 10:25:31.164464,2025-10-12 10:25:38.435451,0 days 00:00:07.270987,48,0.3331929781729999,64,3,0.004654854413978979,45,5,PRUNED
89,0.006025169976055622,2025-10-12 10:25:38.436307,2025-10-12 10:25:40.326769,0 days 00:00:01.890462,64,0.49813275251967337,128,3,0.0007333204980470799,45,14,PRUNED
90,0.014512616209685802,2025-10-12 10:25:40.327558,2025-10-12 10:25:42.124005,0 days 00:00:01.796447,128,0.08888686375637132,96,3,0.0015452288869516784,45,21,PRUNED
91,0.012749354355037212,2025-10-12 10:25:42.124893,2025-10-12 10:25:43.838060,0 days 00:00:01.713167,32,0.4912654362145822,128,2,0.002376733994492617,60,28,PRUNED
92,0.008713009767234325,2025-10-12 10:25:43.838889,2025-10-12 10:25:46.357389,0 days 00:00:02.518500,48,0.45256330037812315,128,3,0.002903225064930987,90,28,COMPLETE
93,0.005675951484590769,2025-10-12 10:25:46.358287,2025-10-12 10:25:49.397097,0 days 00:00:03.038810,96,0.472688344834353,64,3,0.004066476650743715,45,28,COMPLETE
94,0.007095626400162776,2025-10-12 10:25:49.398901,2025-10-12 10:25:51.855705,0 days 00:00:02.456804,96,0.4897877929014028,64,3,0.00343184860366301,45,28,COMPLETE
95,0.0072553967765998095,2025-10-12 10:25:51.856561,2025-10-12 10:25:54.558110,0 days 00:00:02.701549,96,0.42638487025471217,64,3,0.004911504202696858,45,28,COMPLETE
96,0.012699549086391926,2025-10-12 10:25:54.559489,2025-10-12 10:25:56.206020,0 days 00:00:01.646531,96,0.4089589169595872,64,2,0.0027127114745690135,45,28,PRUNED
97,0.005222378298640251,2025-10-12 10:25:56.206856,2025-10-12 10:25:58.119873,0 days 00:00:01.913017,64,0.46358003401075765,64,3,0.004033629184115943,45,28,PRUNED
98,0.0017449244818029304,2025-10-12 10:25:58.120940,2025-10-12 10:26:02.687305,0 days 00:00:04.566365,96,0.44701341710429243,192,3,0.0048313470348980096,45,28,COMPLETE
99,0.011245425790548325,2025-10-12 10:26:02.688929,2025-10-12 10:26:04.557163,0 days 00:00:01.868234,128,0.45199698497898605,64,3,0.0014515191031890294,45,28,PRUNED
