number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
47,0.06600813567638397,2025-10-12 10:18:05.601561,2025-10-12 10:18:07.301792,0 days 00:00:01.700231,64,0.35492421347391023,128,2,0.003469040662765433,60,28,PRUNED
48,0.17771320130962592,2025-10-12 10:18:07.302628,2025-10-12 10:18:13.949199,0 days 00:00:06.646571,48,0.46392073438049025,128,3,0.003175998156702564,30,5,PRUNED
49,0.03351587646951278,2025-10-12 10:18:13.950253,2025-10-12 10:18:16.919832,0 days 00:00:02.969579,32,0.43683981065379823,128,3,0.004249730282909531,30,28,COMPLETE
50,0.16949035227298737,2025-10-12 10:18:16.920848,2025-10-12 10:18:18.667160,0 days 00:00:01.746312,128,0.4140721484360774,128,3,0.0034156080229194616,30,10,PRUNED
51,0.03703995607793331,2025-10-12 10:18:18.668015,2025-10-12 10:18:21.302390,0 days 00:00:02.634375,32,0.4349483067053038,128,3,0.0034500314819598055,30,28,COMPLETE
52,0.20355290174484253,2025-10-12 10:18:21.303244,2025-10-12 10:18:23.084970,0 days 00:00:01.781726,48,0.07388601661237203,96,3,0.002331747608178353,90,21,PRUNED
53,0.32535046339035034,2025-10-12 10:18:23.085759,2025-10-12 10:18:24.874848,0 days 00:00:01.789089,32,0.48145735931840106,96,3,0.0005968411150137265,90,28,PRUNED
54,0.14994297921657562,2025-10-12 10:18:24.875591,2025-10-12 10:18:27.009876,0 days 00:00:02.134285,128,0.0031425694590849623,160,3,0.0029955471085751028,45,21,PRUNED
55,0.03549293149262667,2025-10-12 10:18:27.010897,2025-10-12 10:18:30.326221,0 days 00:00:03.315324,48,0.16595396349972372,96,3,0.003170522564786442,45,28,COMPLETE
56,0.03190954215824604,2025-10-12 10:18:30.327122,2025-10-12 10:18:33.672122,0 days 00:00:03.345000,16,0.4491862807932029,192,3,0.003221818392758792,60,28,COMPLETE
57,0.03703788419564565,2025-10-12 10:18:33.673010,2025-10-12 10:18:36.825580,0 days 00:00:03.152570,16,0.4186601763218497,192,3,0.0024062221616716535,60,28,COMPLETE
58,0.041098264356454216,2025-10-12 10:18:36.826486,2025-10-12 10:18:40.219085,0 days 00:00:03.392599,48,0.3850601400332783,160,3,0.0044005457430315075,60,28,COMPLETE
59,0.055720254778862,2025-10-12 10:18:40.220242,2025-10-12 10:18:42.532262,0 days 00:00:02.312020,32,0.16638017486052448,192,2,0.0038349909074418542,45,21,PRUNED
60,0.07263296035428841,2025-10-12 10:18:42.533160,2025-10-12 10:18:45.346249,0 days 00:00:02.813089,16,0.3002909474624986,64,2,0.0038548317887407905,45,28,COMPLETE
61,0.18503287739827481,2025-10-12 10:18:45.347211,2025-10-12 10:18:52.436347,0 days 00:00:07.089136,32,0.4317178494609694,192,3,0.004880785924189402,30,5,PRUNED
62,0.1009416917927171,2025-10-12 10:18:52.437345,2025-10-12 10:18:55.196624,0 days 00:00:02.759279,16,0.4187513002121206,96,3,0.003022937149426727,60,14,PRUNED
63,0.033901246885458626,2025-10-12 10:18:55.198356,2025-10-12 10:18:58.127526,0 days 00:00:02.929170,16,0.499740323464185,128,3,0.0033534199276346,30,28,COMPLETE
64,0.03238653764128685,2025-10-12 10:18:58.128490,2025-10-12 10:19:00.813183,0 days 00:00:02.684693,16,0.4126816911640908,128,3,0.004681899418948743,45,28,COMPLETE
