number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
34,5.2349371910095215,2025-10-12 09:22:17.358052,2025-10-12 09:22:18.816499,0 days 00:00:01.458447,48,0.49129640620884557,192,1,0.00015993227870926777,60,10,PRUNED
35,0.5017333649708353,2025-10-12 09:22:18.818124,2025-10-12 09:22:47.639177,0 days 00:00:28.821053,16,0.49413242341463737,192,2,0.0008343659726164319,45,5,COMPLETE
36,0.47896734455306217,2025-10-12 09:22:47.640325,2025-10-12 09:23:03.157251,0 days 00:00:15.516926,128,0.3129257378389267,160,3,0.0006283495538108396,45,5,COMPLETE
37,0.7082441724648997,2025-10-12 09:23:03.158503,2025-10-12 09:23:09.382022,0 days 00:00:06.223519,32,0.3011947533382149,192,2,0.0008930753464319815,60,5,PRUNED
38,0.5240906393212359,2025-10-12 09:23:09.382752,2025-10-12 09:23:22.014068,0 days 00:00:12.631316,64,0.26988757912241845,64,2,0.000765777519155514,60,5,PRUNED
39,0.7735758488919554,2025-10-12 09:23:22.014830,2025-10-12 09:23:26.754130,0 days 00:00:04.739300,64,0.45293527066969275,96,1,0.0002707977311949194,60,5,PRUNED
40,0.45760363158175715,2025-10-12 09:23:26.755083,2025-10-12 09:23:42.105026,0 days 00:00:15.349943,64,0.3442378333863919,160,2,0.000565439517252941,30,5,COMPLETE
41,0.5214399450609485,2025-10-12 09:23:42.106054,2025-10-12 09:24:07.328875,0 days 00:00:25.222821,16,0.3232448485585174,160,2,0.000719005547901986,30,5,COMPLETE
42,0.7234909036079374,2025-10-12 09:24:07.330011,2025-10-12 09:24:13.450539,0 days 00:00:06.120528,16,0.48126255484471714,128,1,0.0007780198703334954,60,5,PRUNED
43,0.48210425388754397,2025-10-12 09:24:13.451605,2025-10-12 09:24:29.214998,0 days 00:00:15.763393,64,0.4674071917989302,160,2,0.0004912233556298439,45,5,COMPLETE
44,4.325411319732666,2025-10-12 09:24:29.216224,2025-10-12 09:24:31.118067,0 days 00:00:01.901843,48,0.28384543406730894,160,2,0.0005300052341287932,90,7,PRUNED
45,8.743220329284668,2025-10-12 09:24:31.118981,2025-10-12 09:24:32.604683,0 days 00:00:01.485702,64,0.24136385012333522,96,2,0.0005311152128324014,30,21,PRUNED
46,3.3468105792999268,2025-10-12 09:24:32.605467,2025-10-12 09:24:33.893522,0 days 00:00:01.288055,64,0.27087823521975507,160,2,0.0010949510721082285,30,7,PRUNED
47,0.47153316561292674,2025-10-12 09:24:33.894328,2025-10-12 09:24:47.945509,0 days 00:00:14.051181,64,0.37480986365102387,160,2,0.0006123142669645197,30,5,COMPLETE
48,0.6571036624808272,2025-10-12 09:24:47.946472,2025-10-12 09:24:53.979376,0 days 00:00:06.032904,16,0.459449029502258,192,1,0.0001047087549805732,45,5,PRUNED
49,5.9344482421875,2025-10-12 09:24:53.980140,2025-10-12 09:24:55.400319,0 days 00:00:01.420179,64,0.3684002572919136,64,2,0.0003045903147538514,30,28,PRUNED
50,5.795342922210693,2025-10-12 09:24:55.402037,2025-10-12 09:24:57.041273,0 days 00:00:01.639236,32,0.29600359041127017,192,1,0.0004598013446342146,60,28,PRUNED
51,8.942008972167969,2025-10-12 09:24:57.042160,2025-10-12 09:24:58.718697,0 days 00:00:01.676537,48,0.33930377766643105,160,3,0.00027213818479522367,60,21,PRUNED
52,0.47401866584687596,2025-10-12 09:24:58.719538,2025-10-12 09:25:15.804321,0 days 00:00:17.084783,64,0.37805838741913944,160,3,0.00042658796896712445,30,5,COMPLETE
53,0.5760433967633063,2025-10-12 09:25:15.805334,2025-10-12 09:25:22.174623,0 days 00:00:06.369289,64,0.40860531238895936,160,1,0.0005333698999748581,30,5,PRUNED
54,0.7160943315810516,2025-10-12 09:25:22.175479,2025-10-12 09:25:26.153747,0 days 00:00:03.978268,128,0.4606773068592811,192,1,0.0002487400015611934,60,5,PRUNED
55,0.5862067663499634,2025-10-12 09:25:26.154842,2025-10-12 09:25:33.789157,0 days 00:00:07.634315,32,0.4469014521997325,192,1,0.00045393389127477377,75,5,PRUNED
56,4.259934425354004,2025-10-12 09:25:33.790050,2025-10-12 09:25:35.522684,0 days 00:00:01.732634,32,0.48266226663080725,192,1,0.00029993348900996176,60,7,PRUNED
57,3.374552011489868,2025-10-12 09:25:35.523606,2025-10-12 09:25:37.181228,0 days 00:00:01.657622,48,0.36653106853752626,160,2,0.0005579372249815998,30,28,PRUNED
58,5.282440486707185,2025-10-12 09:25:37.182452,2025-10-12 09:25:38.676408,0 days 00:00:01.493956,16,0.461081728907452,96,1,0.0002506843571881987,60,14,PRUNED
59,0.4715976890067531,2025-10-12 09:25:38.677192,2025-10-12 09:25:52.319740,0 days 00:00:13.642548,64,0.2658286729435949,128,2,0.0005160752132520064,30,5,COMPLETE
60,0.49564060440180757,2025-10-12 09:25:52.320702,2025-10-12 09:26:21.008839,0 days 00:00:28.688137,16,0.47432427552444395,160,2,0.000225513251299335,60,5,COMPLETE
61,0.7006619850627515,2025-10-12 09:26:21.009828,2025-10-12 09:26:25.191652,0 days 00:00:04.181824,64,0.15466622624095522,128,2,0.00019245149390723006,30,5,PRUNED
62,0.4805284245029955,2025-10-12 09:26:25.192459,2025-10-12 09:26:41.641909,0 days 00:00:16.449450,64,0.342246164630641,128,2,0.00032961088070612054,30,5,COMPLETE
63,0.6809513350995648,2025-10-12 09:26:41.643069,2025-10-12 09:26:47.236769,0 days 00:00:05.593700,64,0.23220898597364698,160,3,0.0009582569561739184,90,5,PRUNED
64,0.652531173048901,2025-10-12 09:26:47.237456,2025-10-12 09:26:52.993465,0 days 00:00:05.756009,48,0.11477105399801302,128,2,0.0010668562800822262,90,5,PRUNED
65,0.645450591790576,2025-10-12 09:26:52.994388,2025-10-12 09:26:58.647130,0 days 00:00:05.652742,64,0.2838811981929337,160,2,0.0005546762462461128,75,5,PRUNED
66,0.49902522157450147,2025-10-12 09:26:58.647883,2025-10-12 09:27:10.816303,0 days 00:00:12.168420,96,0.2437411281672401,160,2,0.0011914115847232285,60,5,COMPLETE
67,5.217249870300293,2025-10-12 09:27:10.817378,2025-10-12 09:27:12.167209,0 days 00:00:01.349831,64,0.3531525175218997,192,2,0.00029905132225118667,60,14,PRUNED
68,0.4541432564381684,2025-10-12 09:27:12.168008,2025-10-12 09:27:30.359127,0 days 00:00:18.191119,48,0.25267349318238247,96,2,0.0005261478856051134,30,5,COMPLETE
69,5.361728191375732,2025-10-12 09:27:30.360405,2025-10-12 09:27:31.643351,0 days 00:00:01.282946,48,0.34185178136722166,96,2,0.00026360448399403633,30,14,PRUNED
70,0.5688294449066194,2025-10-12 09:27:31.644113,2025-10-12 09:27:39.245951,0 days 00:00:07.601838,48,0.23211848918381608,96,1,0.000400431739442222,30,5,PRUNED
71,9.086234092712402,2025-10-12 09:27:39.246731,2025-10-12 09:27:40.511544,0 days 00:00:01.264813,64,0.49000997131925467,160,2,0.0002917050061951312,30,21,PRUNED
72,5.964203834533691,2025-10-12 09:27:40.512312,2025-10-12 09:27:41.905004,0 days 00:00:01.392692,16,0.4980563265217037,192,1,0.00016045369413473658,60,28,PRUNED
73,4.812520503997803,2025-10-12 09:27:41.905696,2025-10-12 09:27:43.324527,0 days 00:00:01.418831,48,0.24964305839757672,96,3,0.0007507643127048793,30,10,PRUNED
