epoch,train_mse,valid_mse
1,0.6699619043976387,0.5746565255933179
2,0.6170872748958682,0.6348615426146341
3,0.5885679366537685,0.6578270320942302
4,0.5550618598045404,0.6595150601721096
5,0.5448012310096801,0.6717634611500951
6,0.5177704380076127,0.659272846079872
7,0.5217123862581321,0.6054134865007
8,0.46897797663016677,0.6546416846577993
9,0.44227355358015175,0.6843326684243665
10,0.4375804331803237,0.6993592120930107
11,0.42217754776791744,0.7113276620111065
